"Acrodermatitis", "Acrodermatitis"
"Brain Diseases, Metabolic, Inborn", "Brain Diseases, Metabolic, Inborn"
"Herpangina", "Herpangina"
"Persian Gulf Syndrome", "Persian Gulf Syndrome"
"Shoulder Dislocation", "Shoulder Dislocation"
"Cerebrospinal Fluid Rhinorrhea", "Cerebrospinal Fluid Rhinorrhea"
"alpha-Thalassemia", "alpha-Thalassemia"
"Renal Insufficiency, Chronic", "Renal Insufficiency, Chronic"
"Paratyphoid Fever", "Paratyphoid Fever"
"Aging, Premature", "Aging, Premature"
"Leigh Disease", "Leigh Disease"
"Mesenteric Ischemia", "Mesenteric Ischemia"
"Echinococcosis, Hepatic", "Echinococcosis, Hepatic"
"Nose Neoplasms", "Nose Neoplasms"
"Bulbo-Spinal Atrophy, X-Linked", "Bulbo-Spinal Atrophy, X-Linked"
"Abortion, Septic", "Abortion, Septic"
"Hyperargininemia", "Hyperargininemia"
"ACTH-Secreting Pituitary Adenoma", "ACTH-Secreting Pituitary Adenoma"
"Nut Hypersensitivity", "Nut Hypersensitivity"
"Achlorhydria", "Achlorhydria"
"Heart Failure, Systolic", "Heart Failure, Systolic"
"Stillbirth", "Stillbirth"
"Lower Urinary Tract Symptoms", "Lower Urinary Tract Symptoms"
"Gestational Trophoblastic Disease", "Gestational Trophoblastic Disease"
"Hyperthyroidism", "Hyperthyroidism"
"Cerebral Amyloid Angiopathy, Familial", "Cerebral Amyloid Angiopathy, Familial"
"Facial Neuralgia", "Facial Neuralgia"
"Cone-Rod Dystrophies", "Cone-Rod Dystrophies"
"Porokeratosis", "Porokeratosis"
"Retrognathia", "Retrognathia"
"Proteinuria", "Proteinuria"
"IgA Deficiency", "IgA Deficiency"
"Hip Dislocation", "Hip Dislocation"
"Optic Nerve Injuries", "Optic Nerve Injuries"
"Aortic Valve Insufficiency", "Aortic Valve Insufficiency"
"Monkeypox", "Monkeypox"
"beta-Mannosidosis", "beta-Mannosidosis"
"Substance-Related Disorders", "Substance-Related Disorders"
"Lymphoma, B-Cell, Marginal Zone", "Lymphoma, B-Cell, Marginal Zone"
"Alcohol Withdrawal Seizures", "Alcohol Withdrawal Seizures"
"Adrenal Gland Diseases", "Adrenal Gland Diseases"
"Hyperinsulinism", "Hyperinsulinism"
"Placenta Accreta", "Placenta Accreta"
"Malaria, Falciparum", "Malaria, Falciparum"
"Hypervitaminosis A", "Hypervitaminosis A"
"Choristoma", "Choristoma"
"Kidney Calculi", "Kidney Calculi"
"Histiocytoma", "Histiocytoma"
"Alcohol-Induced Disorders", "Alcohol-Induced Disorders"
"Urticaria", "Urticaria"
"Encephalomalacia", "Encephalomalacia"
"Pregnancy, Ectopic", "Pregnancy, Ectopic"
"Severe Acute Respiratory Syndrome", "Severe Acute Respiratory Syndrome"
"Hemorrhagic Disorders", "Hemorrhagic Disorders"
"Drug Hypersensitivity", "Drug Hypersensitivity"
"Amyloid Neuropathies, Familial", "Amyloid Neuropathies, Familial"
"Keratitis, Herpetic", "Keratitis, Herpetic"
"Menorrhagia", "Menorrhagia"
"Esotropia", "Esotropia"
"Heel Spur", "Heel Spur"
"Cystadenoma, Mucinous", "Cystadenoma, Mucinous"
"Hirsutism", "Hirsutism"
"Lichen Planus, Oral", "Lichen Planus, Oral"
"Cat-Scratch Disease", "Cat-Scratch Disease"
"Dentofacial Deformities", "Dentofacial Deformities"
"Congenital Hyperinsulinism", "Congenital Hyperinsulinism"
"Parkinson Disease, Secondary", "Parkinson Disease, Secondary"
"Necrosis", "Necrosis"
"Frontotemporal Dementia", "Frontotemporal Dementia"
"Histiocytosis, Sinus", "Histiocytosis, Sinus"
"Parkinson Disease", "Parkinson Disease"
"Sexual Dysfunctions, Psychological", "Sexual Dysfunctions, Psychological"
"Radiculopathy", "Radiculopathy"
"Influenza, Human", "Influenza, Human"
"Dyslexia", "Dyslexia"
"Amnesia", "Amnesia"
"Multiple Acyl Coenzyme A Dehydrogenase Deficiency", "Multiple Acyl Coenzyme A Dehydrogenase Deficiency"
"Churg-Strauss Syndrome", "Churg-Strauss Syndrome"
"Macular Degeneration", "Macular Degeneration"
"Intracranial Hypertension", "Intracranial Hypertension"
"Muscular Dystrophies, Limb-Girdle", "Muscular Dystrophies, Limb-Girdle"
"Leukoplakia, Oral", "Leukoplakia, Oral"
"Pantothenate Kinase-Associated Neurodegeneration", "Pantothenate Kinase-Associated Neurodegeneration"
"Jejunal Neoplasms", "Jejunal Neoplasms"
"Paranoid Disorders", "Paranoid Disorders"
"Pneumocystis Infections", "Pneumocystis Infections"
"Back Pain", "Back Pain"
"Hodgkin Disease", "Hodgkin Disease"
"Cardiovascular Infections", "Cardiovascular Infections"
"Phyllodes Tumor", "Phyllodes Tumor"
"Dyskinesia, Drug-Induced", "Dyskinesia, Drug-Induced"
"Laryngismus", "Laryngismus"
"Solitary Pulmonary Nodule", "Solitary Pulmonary Nodule"
"Albinism", "Albinism"
"Syphilis, Latent", "Syphilis, Latent"
"Emaciation", "Emaciation"
"Klatskin Tumor", "Klatskin Tumor"
"Epidermolysis Bullosa Acquisita", "Epidermolysis Bullosa Acquisita"
"Giant Lymph Node Hyperplasia", "Giant Lymph Node Hyperplasia"
"Primary Progressive Nonfluent Aphasia", "Primary Progressive Nonfluent Aphasia"
"Liver Cirrhosis, Experimental", "Liver Cirrhosis, Experimental"
"Enuresis", "Enuresis"
"Thalassemia", "Thalassemia"
"Neoplasms by Site", "Neoplasms by Site"
"Felty Syndrome", "Felty Syndrome"
"Endolymphatic Hydrops", "Endolymphatic Hydrops"
"Proteus Syndrome", "Proteus Syndrome"
"Citrullinemia", "Citrullinemia"
"Growth Hormone-Secreting Pituitary Adenoma", "Growth Hormone-Secreting Pituitary Adenoma"
"Intracranial Embolism", "Intracranial Embolism"
"Aneuploidy", "Aneuploidy"
"HTLV-I Infections", "HTLV-I Infections"
"Nevus of Ota", "Nevus of Ota"
"Hematemesis", "Hematemesis"
"Muscular Disorders, Atrophic", "Muscular Disorders, Atrophic"
"Hypotrichosis", "Hypotrichosis"
"Laryngeal Edema", "Laryngeal Edema"
"Epidermal Cyst", "Epidermal Cyst"
"Peripheral Nervous System Diseases", "Peripheral Nervous System Diseases"
"Neurofibromatoses", "Neurofibromatoses"
"Vision, Low", "Vision, Low"
"Waardenburg Syndrome", "Waardenburg Syndrome"
"Scurvy", "Scurvy"
"Trichomonas Vaginitis", "Trichomonas Vaginitis"
"Female Athlete Triad Syndrome", "Female Athlete Triad Syndrome"
"Periarthritis", "Periarthritis"
"Whiplash Injuries", "Whiplash Injuries"
"Binge-Eating Disorder", "Binge-Eating Disorder"
"Fatty Liver, Alcoholic", "Fatty Liver, Alcoholic"
"Aspergillosis, Allergic Bronchopulmonary", "Aspergillosis, Allergic Bronchopulmonary"
"Intestinal Obstruction", "Intestinal Obstruction"
"Lithiasis", "Lithiasis"
"Ebstein Anomaly", "Ebstein Anomaly"
"Cystadenoma, Serous", "Cystadenoma, Serous"
"Pulmonary Veno-Occlusive Disease", "Pulmonary Veno-Occlusive Disease"
"Hypoxia", "Hypoxia"
"Microcephaly", "Microcephaly"
"Lymphoproliferative Disorders", "Lymphoproliferative Disorders"
"Melanoma", "Melanoma"
"Amphetamine-Related Disorders", "Amphetamine-Related Disorders"
"Niemann-Pick Diseases", "Niemann-Pick Diseases"
"Orbital Pseudotumor", "Orbital Pseudotumor"
"Choroid Diseases", "Choroid Diseases"
"Leukemia, Promyelocytic, Acute", "Leukemia, Promyelocytic, Acute"
"Maxillofacial Injuries", "Maxillofacial Injuries"
"Lymphoma, Large B-Cell, Diffuse", "Lymphoma, Large B-Cell, Diffuse"
"Angiolymphoid Hyperplasia with Eosinophilia", "Angiolymphoid Hyperplasia with Eosinophilia"
"Bipolar Disorder", "Bipolar Disorder"
"Bronchitis", "Bronchitis"
"Wiskott-Aldrich Syndrome", "Wiskott-Aldrich Syndrome"
"Glioma", "Glioma"
"Postthrombotic Syndrome", "Postthrombotic Syndrome"
"Paraganglioma", "Paraganglioma"
"Carotid Artery Thrombosis", "Carotid Artery Thrombosis"
"Vulvar Neoplasms", "Vulvar Neoplasms"
"Brain Neoplasms", "Brain Neoplasms"
"Stevens-Johnson Syndrome", "Stevens-Johnson Syndrome"
"Pelizaeus-Merzbacher Disease", "Pelizaeus-Merzbacher Disease"
"Uterine Neoplasms", "Uterine Neoplasms"
"Epilepsies, Partial", "Epilepsies, Partial"
"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative", "Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative"
"Opioid-Related Disorders", "Opioid-Related Disorders"
"Epidermolysis Bullosa Dystrophica", "Epidermolysis Bullosa Dystrophica"
"Myopia, Degenerative", "Myopia, Degenerative"
"Mycobacterium Infections, Nontuberculous", "Mycobacterium Infections, Nontuberculous"
"Weil Disease", "Weil Disease"
"Sarcoglycanopathies", "Sarcoglycanopathies"
"Asymptomatic Infections", "Asymptomatic Infections"
"Histiocytosis, Non-Langerhans-Cell", "Histiocytosis, Non-Langerhans-Cell"
"Hyperphagia", "Hyperphagia"
"Drug-Induced Liver Injury", "Drug-Induced Liver Injury"
"Trophoblastic Neoplasms", "Trophoblastic Neoplasms"
"HIV Enteropathy", "HIV Enteropathy"
"Barotrauma", "Barotrauma"
"Cheilitis", "Cheilitis"
"Halitosis", "Halitosis"
"Mucocele", "Mucocele"
"Pars Planitis", "Pars Planitis"
"Linitis Plastica", "Linitis Plastica"
"Latex Hypersensitivity", "Latex Hypersensitivity"
"Paraparesis, Tropical Spastic", "Paraparesis, Tropical Spastic"
"Otosclerosis", "Otosclerosis"
"Niemann-Pick Disease, Type C", "Niemann-Pick Disease, Type C"
"Vestibular Diseases", "Vestibular Diseases"
"Substance Abuse, Intravenous", "Substance Abuse, Intravenous"
"Amelogenesis Imperfecta", "Amelogenesis Imperfecta"
"Hamartoma Syndrome, Multiple", "Hamartoma Syndrome, Multiple"
"Facial Nerve Diseases", "Facial Nerve Diseases"
"Hemangioma", "Hemangioma"
"Liver Abscess, Pyogenic", "Liver Abscess, Pyogenic"
"Intestinal Pseudo-Obstruction", "Intestinal Pseudo-Obstruction"
"Fluoride Poisoning", "Fluoride Poisoning"
"Pachyonychia Congenita", "Pachyonychia Congenita"
"Uterine Cervical Neoplasms", "Uterine Cervical Neoplasms"
"Familial Mediterranean Fever", "Familial Mediterranean Fever"
"Fetal Alcohol Spectrum Disorders", "Fetal Alcohol Spectrum Disorders"
"Hematoma, Subdural, Acute", "Hematoma, Subdural, Acute"
"Ophthalmoplegia", "Ophthalmoplegia"
"Arrhythmias, Cardiac", "Arrhythmias, Cardiac"
"Spinocerebellar Ataxias", "Spinocerebellar Ataxias"
"Piriformis Muscle Syndrome", "Piriformis Muscle Syndrome"
"Asthma", "Asthma"
"Delayed Graft Function", "Delayed Graft Function"
"Uremia", "Uremia"
"Primary Myelofibrosis", "Primary Myelofibrosis"
"Post-Concussion Syndrome", "Post-Concussion Syndrome"
"Hypocalcemia", "Hypocalcemia"
"Composite Lymphoma", "Composite Lymphoma"
"Glaucoma", "Glaucoma"
"Stomatognathic Diseases", "Stomatognathic Diseases"
"Flushing", "Flushing"
"Neuroma, Acoustic", "Neuroma, Acoustic"
"Dysgeusia", "Dysgeusia"
"Neuroblastoma", "Neuroblastoma"
"Psychological Trauma", "Psychological Trauma"
"Labyrinth Diseases", "Labyrinth Diseases"
"Gingival Overgrowth", "Gingival Overgrowth"
"Tenosynovitis", "Tenosynovitis"
"Synkinesis", "Synkinesis"
"Acute Generalized Exanthematous Pustulosis", "Acute Generalized Exanthematous Pustulosis"
"Body Weight", "Body Weight"
"Acne Vulgaris", "Acne Vulgaris"
"Fistula", "Fistula"
"Surgical Wound Dehiscence", "Surgical Wound Dehiscence"
"Adenocarcinoma, Clear Cell", "Adenocarcinoma, Clear Cell"
"Paraphimosis", "Paraphimosis"
"Pemphigus", "Pemphigus"
"Fractures, Comminuted", "Fractures, Comminuted"
"Tracheal Stenosis", "Tracheal Stenosis"
"Microsporidiosis", "Microsporidiosis"
"Adrenocortical Hyperfunction", "Adrenocortical Hyperfunction"
"Obsessive Behavior", "Obsessive Behavior"
"Sertoli-Leydig Cell Tumor", "Sertoli-Leydig Cell Tumor"
"Mycobacterium Infections", "Mycobacterium Infections"
"Myasthenia Gravis", "Myasthenia Gravis"
"Spasms, Infantile", "Spasms, Infantile"
"Neoplasms by Histologic Type", "Neoplasms by Histologic Type"
"Urinary Bladder Neoplasms", "Urinary Bladder Neoplasms"
"Phantom Limb", "Phantom Limb"
"Endoleak", "Endoleak"
"Spondylosis", "Spondylosis"
"Adrenal Cortex Neoplasms", "Adrenal Cortex Neoplasms"
"Intraoperative Complications", "Intraoperative Complications"
"Fatigue", "Fatigue"
"Hepatoblastoma", "Hepatoblastoma"
"Hashimoto Disease", "Hashimoto Disease"
"Glaucoma, Angle-Closure", "Glaucoma, Angle-Closure"
"Sporotrichosis", "Sporotrichosis"
"Fibromatosis, Abdominal", "Fibromatosis, Abdominal"
"Prolactinoma", "Prolactinoma"
"Coproporphyria, Hereditary", "Coproporphyria, Hereditary"
"Leukodystrophy, Globoid Cell", "Leukodystrophy, Globoid Cell"
"Retinitis", "Retinitis"
"Urethral Diseases", "Urethral Diseases"
"Porphyrias, Hepatic", "Porphyrias, Hepatic"
"Substance Withdrawal Syndrome", "Substance Withdrawal Syndrome"
"Burkitt Lymphoma", "Burkitt Lymphoma"
"Fowlpox", "Fowlpox"
"Trichomonas Infections", "Trichomonas Infections"
"Hemianopsia", "Hemianopsia"
"Joint Dislocations", "Joint Dislocations"
"Obesity, Morbid", "Obesity, Morbid"
"Cryptosporidiosis", "Cryptosporidiosis"
"Mastocytosis, Cutaneous", "Mastocytosis, Cutaneous"
"Headache Disorders", "Headache Disorders"
"Vulvar Diseases", "Vulvar Diseases"
"Intra-Articular Fractures", "Intra-Articular Fractures"
"Flail Chest", "Flail Chest"
"Binge Drinking", "Binge Drinking"
"Colitis, Lymphocytic", "Colitis, Lymphocytic"
"Neuritis", "Neuritis"
"Myelodysplastic-Myeloproliferative Diseases", "Myelodysplastic-Myeloproliferative Diseases"
"Serotonin Syndrome", "Serotonin Syndrome"
"Kidney Neoplasms", "Kidney Neoplasms"
"Atherosclerosis", "Atherosclerosis"
"Hemorrhagic Fever, Ebola", "Hemorrhagic Fever, Ebola"
"Thrombocytopenia", "Thrombocytopenia"
"Pregnancy, Abdominal", "Pregnancy, Abdominal"
"Tooth Discoloration", "Tooth Discoloration"
"Parotid Neoplasms", "Parotid Neoplasms"
"Parapsoriasis", "Parapsoriasis"
"Lesch-Nyhan Syndrome", "Lesch-Nyhan Syndrome"
"Anodontia", "Anodontia"
"Infant, Newborn, Diseases", "Infant, Newborn, Diseases"
"Intracranial Hemorrhage, Hypertensive", "Intracranial Hemorrhage, Hypertensive"
"Cryptogenic Organizing Pneumonia", "Cryptogenic Organizing Pneumonia"
"Lewy Body Disease", "Lewy Body Disease"
"Erythema", "Erythema"
"Corneal Perforation", "Corneal Perforation"
"Hepatic Veno-Occlusive Disease", "Hepatic Veno-Occlusive Disease"
"Intracranial Hemorrhages", "Intracranial Hemorrhages"
"Xanthomatosis, Cerebrotendinous", "Xanthomatosis, Cerebrotendinous"
"Poxviridae Infections", "Poxviridae Infections"
"Leukoplakia", "Leukoplakia"
"Laryngeal Diseases", "Laryngeal Diseases"
"Hypercalciuria", "Hypercalciuria"
"Hypertension, Renal", "Hypertension, Renal"
"Digestive System Diseases", "Digestive System Diseases"
"Bundle-Branch Block", "Bundle-Branch Block"
"Hyperbilirubinemia, Neonatal", "Hyperbilirubinemia, Neonatal"
"Malocclusion, Angle Class III", "Malocclusion, Angle Class III"
"Scoliosis", "Scoliosis"
"Pregnancy, Prolonged", "Pregnancy, Prolonged"
"Heart Aneurysm", "Heart Aneurysm"
"Diabetic Angiopathies", "Diabetic Angiopathies"
"Burns, Chemical", "Burns, Chemical"
"Stomach Ulcer", "Stomach Ulcer"
"Pelvic Pain", "Pelvic Pain"
"Depressive Disorder, Treatment-Resistant", "Depressive Disorder, Treatment-Resistant"
"Porphyria, Erythropoietic", "Porphyria, Erythropoietic"
"Crystal Arthropathies", "Crystal Arthropathies"
"Mucolipidoses", "Mucolipidoses"
"Aphonia", "Aphonia"
"Choline Deficiency", "Choline Deficiency"
"Rheumatic Fever", "Rheumatic Fever"
"Influenza in Birds", "Influenza in Birds"
"Hypoaldosteronism", "Hypoaldosteronism"
"Atrial Flutter", "Atrial Flutter"
"Trichotillomania", "Trichotillomania"
"Osteochondritis Dissecans", "Osteochondritis Dissecans"
"Primary Ovarian Insufficiency", "Primary Ovarian Insufficiency"
"Heart Murmurs", "Heart Murmurs"
"Rheumatic Diseases", "Rheumatic Diseases"
"Mucositis", "Mucositis"
"Bone Neoplasms", "Bone Neoplasms"
"Neoplasms, Connective Tissue", "Neoplasms, Connective Tissue"
"Ganglioneuroma", "Ganglioneuroma"
"Tooth, Nonvital", "Tooth, Nonvital"
"Lymphomatoid Papulosis", "Lymphomatoid Papulosis"
"Xeroderma Pigmentosum", "Xeroderma Pigmentosum"
"Anorexia", "Anorexia"
"Hemoptysis", "Hemoptysis"
"Uterine Perforation", "Uterine Perforation"
"Gynecomastia", "Gynecomastia"
"Hemophilia B", "Hemophilia B"
"Neoplasms, Fibrous Tissue", "Neoplasms, Fibrous Tissue"
"Microvascular Angina", "Microvascular Angina"
"Walker-Warburg Syndrome", "Walker-Warburg Syndrome"
"Hypertrophy, Left Ventricular", "Hypertrophy, Left Ventricular"
"Moyamoya Disease", "Moyamoya Disease"
"Masked Hypertension", "Masked Hypertension"
"Leukemia", "Leukemia"
"Torsion Abnormality", "Torsion Abnormality"
"Autoimmune Diseases", "Autoimmune Diseases"
"Morphine Dependence", "Morphine Dependence"
"Funnel Chest", "Funnel Chest"
"Choledochal Cyst", "Choledochal Cyst"
"Thoracic Outlet Syndrome", "Thoracic Outlet Syndrome"
"Von Willebrand Disease, Type 2", "Von Willebrand Disease, Type 2"
"Pancreatic Pseudocyst", "Pancreatic Pseudocyst"
"Wet Macular Degeneration", "Wet Macular Degeneration"
"Ulna Fractures", "Ulna Fractures"
"Marburg Virus Disease", "Marburg Virus Disease"
"Embolism, Cholesterol", "Embolism, Cholesterol"
"Alkalosis, Respiratory", "Alkalosis, Respiratory"
"Mediastinal Diseases", "Mediastinal Diseases"
"Hypoglycemia", "Hypoglycemia"
"Nails, Malformed", "Nails, Malformed"
"Rubella", "Rubella"
"Eye Infections, Fungal", "Eye Infections, Fungal"
"Leukemia, Myeloid, Accelerated Phase", "Leukemia, Myeloid, Accelerated Phase"
"Glycosuria, Renal", "Glycosuria, Renal"
"Escherichia coli Infections", "Escherichia coli Infections"
"Protein-Losing Enteropathies", "Protein-Losing Enteropathies"
"Gastrointestinal Stromal Tumors", "Gastrointestinal Stromal Tumors"
"Motor Skills Disorders", "Motor Skills Disorders"
"Lacrimal Apparatus Diseases", "Lacrimal Apparatus Diseases"
"Bronchiolitis, Viral", "Bronchiolitis, Viral"
"Neurofibroma, Plexiform", "Neurofibroma, Plexiform"
"Schizophrenia, Childhood", "Schizophrenia, Childhood"
"Corneal Wavefront Aberration", "Corneal Wavefront Aberration"
"Sepsis-Associated Encephalopathy", "Sepsis-Associated Encephalopathy"
"Alopecia Areata", "Alopecia Areata"
"Nephritis, Interstitial", "Nephritis, Interstitial"
"Alcohol-Related Disorders", "Alcohol-Related Disorders"
"Monosomy", "Monosomy"
"Carcinoma, Ductal, Breast", "Carcinoma, Ductal, Breast"
"Werner Syndrome", "Werner Syndrome"
"Exophthalmos", "Exophthalmos"
"Bronchial Neoplasms", "Bronchial Neoplasms"
"Keratosis, Seborrheic", "Keratosis, Seborrheic"
"Colitis, Ulcerative", "Colitis, Ulcerative"
"Slipped Capital Femoral Epiphyses", "Slipped Capital Femoral Epiphyses"
"Herpes Genitalis", "Herpes Genitalis"
"Ileus", "Ileus"
"Mucopolysaccharidosis III", "Mucopolysaccharidosis III"
"Meningeal Carcinomatosis", "Meningeal Carcinomatosis"
"Immunoblastic Lymphadenopathy", "Immunoblastic Lymphadenopathy"
"Hand Injuries", "Hand Injuries"
"Cicatrix", "Cicatrix"
"Eye Diseases", "Eye Diseases"
"Diabetes Complications", "Diabetes Complications"
"Osteoarthritis, Spine", "Osteoarthritis, Spine"
"Hematoma, Subdural, Intracranial", "Hematoma, Subdural, Intracranial"
"Ductus Arteriosus, Patent", "Ductus Arteriosus, Patent"
"Spina Bifida Occulta", "Spina Bifida Occulta"
"Drug Resistant Epilepsy", "Drug Resistant Epilepsy"
"Premature Ejaculation", "Premature Ejaculation"
"Gangrene", "Gangrene"
"Polymyalgia Rheumatica", "Polymyalgia Rheumatica"
"Pathologic Processes", "Pathologic Processes"
"Leiomyosarcoma", "Leiomyosarcoma"
"Solitary Fibrous Tumor, Pleural", "Solitary Fibrous Tumor, Pleural"
"Leprosy", "Leprosy"
"Eosinophilic Esophagitis", "Eosinophilic Esophagitis"
"Lymphohistiocytosis, Hemophagocytic", "Lymphohistiocytosis, Hemophagocytic"
"Neonatal Abstinence Syndrome", "Neonatal Abstinence Syndrome"
"Neoplasms, Basal Cell", "Neoplasms, Basal Cell"
"Hidradenitis", "Hidradenitis"
"Heart Neoplasms", "Heart Neoplasms"
"Polydipsia, Psychogenic", "Polydipsia, Psychogenic"
"Prurigo", "Prurigo"
"Periodontitis", "Periodontitis"
"Adenovirus Infections, Human", "Adenovirus Infections, Human"
"Berylliosis", "Berylliosis"
"Alexander Disease", "Alexander Disease"
"Shoulder Injuries", "Shoulder Injuries"
"Anterior Cruciate Ligament Injuries", "Anterior Cruciate Ligament Injuries"
"Cough", "Cough"
"Hearing Loss, Bilateral", "Hearing Loss, Bilateral"
"Aniseikonia", "Aniseikonia"
"Pressure Ulcer", "Pressure Ulcer"
"Retinal Hemorrhage", "Retinal Hemorrhage"
"Spinal Cord Vascular Diseases", "Spinal Cord Vascular Diseases"
"Tooth Attrition", "Tooth Attrition"
"Diabetes, Gestational", "Diabetes, Gestational"
"Hyper-IgM Immunodeficiency Syndrome, Type 1", "Hyper-IgM Immunodeficiency Syndrome, Type 1"
"Arteriosclerosis", "Arteriosclerosis"
"Transsexualism", "Transsexualism"
"Neurosyphilis", "Neurosyphilis"
"MELAS Syndrome", "MELAS Syndrome"
"Sleep Disorders, Circadian Rhythm", "Sleep Disorders, Circadian Rhythm"
"Mevalonate Kinase Deficiency", "Mevalonate Kinase Deficiency"
"Tick Bites", "Tick Bites"
"Thoracic Neoplasms", "Thoracic Neoplasms"
"Hyperopia", "Hyperopia"
"Leprosy, Multibacillary", "Leprosy, Multibacillary"
"Pancytopenia", "Pancytopenia"
"Parathyroid Diseases", "Parathyroid Diseases"
"Thyroid Neoplasms", "Thyroid Neoplasms"
"Gingival Hemorrhage", "Gingival Hemorrhage"
"Nevus, Epithelioid and Spindle Cell", "Nevus, Epithelioid and Spindle Cell"
"Aortic Coarctation", "Aortic Coarctation"
"Myopathies, Structural, Congenital", "Myopathies, Structural, Congenital"
"Neoplasms, Cystic, Mucinous, and Serous", "Neoplasms, Cystic, Mucinous, and Serous"
"Ichthyosis", "Ichthyosis"
"Auditory Diseases, Central", "Auditory Diseases, Central"
"Bladder Exstrophy", "Bladder Exstrophy"
"Maple Syrup Urine Disease", "Maple Syrup Urine Disease"
"Opportunistic Infections", "Opportunistic Infections"
"Angiodysplasia", "Angiodysplasia"
"Optic Atrophy, Autosomal Dominant", "Optic Atrophy, Autosomal Dominant"
"Glucose Metabolism Disorders", "Glucose Metabolism Disorders"
"Macrophage Activation Syndrome", "Macrophage Activation Syndrome"
"Asbestosis", "Asbestosis"
"Head Injuries, Penetrating", "Head Injuries, Penetrating"
"Muscular Atrophy", "Muscular Atrophy"
"Dextrocardia", "Dextrocardia"
"Leukemoid Reaction", "Leukemoid Reaction"
"Anemia, Hemolytic, Congenital", "Anemia, Hemolytic, Congenital"
"Aortic Stenosis, Supravalvular", "Aortic Stenosis, Supravalvular"
"Ependymoma", "Ependymoma"
"Goiter", "Goiter"
"Erectile Dysfunction", "Erectile Dysfunction"
"Pleural Diseases", "Pleural Diseases"
"Cholestasis, Intrahepatic", "Cholestasis, Intrahepatic"
"Ear Deformities, Acquired", "Ear Deformities, Acquired"
"Exostoses, Multiple Hereditary", "Exostoses, Multiple Hereditary"
"Otomycosis", "Otomycosis"
"Oropharyngeal Neoplasms", "Oropharyngeal Neoplasms"
"Leukemia, Lymphoid", "Leukemia, Lymphoid"
"Infarction, Middle Cerebral Artery", "Infarction, Middle Cerebral Artery"
"Exocrine Pancreatic Insufficiency", "Exocrine Pancreatic Insufficiency"
"Cystadenocarcinoma, Serous", "Cystadenocarcinoma, Serous"
"Aneurysm, Ruptured", "Aneurysm, Ruptured"
"Sulfatidosis", "Sulfatidosis"
"HELLP Syndrome", "HELLP Syndrome"
"Hematuria", "Hematuria"
"Papilloma, Intraductal", "Papilloma, Intraductal"
"Amebiasis", "Amebiasis"
"Prehypertension", "Prehypertension"
"Eye Burns", "Eye Burns"
"Late Onset Disorders", "Late Onset Disorders"
"Choroidal Neovascularization", "Choroidal Neovascularization"
"Facial Hemiatrophy", "Facial Hemiatrophy"
"Cholangitis", "Cholangitis"
"Shock, Traumatic", "Shock, Traumatic"
"Cystadenocarcinoma", "Cystadenocarcinoma"
"Neoplasms, Vascular Tissue", "Neoplasms, Vascular Tissue"
"Protoporphyria, Erythropoietic", "Protoporphyria, Erythropoietic"
"Retropharyngeal Abscess", "Retropharyngeal Abscess"
"Foramen Ovale, Patent", "Foramen Ovale, Patent"
"Gallbladder Neoplasms", "Gallbladder Neoplasms"
